,0,1,2
0,402432.0,-389.036148690383,-369.54502409299306
1,804864.0,36.28858861430414,34.82020240037994
2,1207296.0,264.1529754866739,262.1281923301179
3,1609728.0,364.61632763486926,368.48698016610916
4,2012149.0,399.3676791189212,395.47028238381785
5,2414455.0,408.606781604199,411.3231510154444
6,2816516.0,400.5748284418556,399.0192187800487
7,3218522.0,401.824396002704,385.3582325059304
8,3620073.0,379.96391661202694,381.724904508444
9,4021723.0,399.39255040312463,391.5549099916288
10,4423248.0,391.0499345024557,392.6523938793508
11,4824883.0,402.0900290449178,401.1248657909948
12,5226736.0,400.80317065441386,396.9878639346159
13,5628576.0,416.94006483161337,411.669627156501
14,6030508.0,408.21575087917324,414.77936231450434
15,6432337.0,411.8365985076443,417.65211004503425
