,0,1,2
0,3840.0,258.6631048546444,234.74793365856283
1,7680.0,305.2545351394927,326.89773215783316
2,11520.0,359.65002764915175,330.50916236420136
3,15360.0,388.17041975869205,399.2379247402059
4,19200.0,413.0114169265685,426.3526599941803
5,23040.0,417.23925223076935,440.0750019866204
6,26880.0,450.96658799591086,443.83140985526273
7,30720.0,444.0963601807407,451.2313364939467
8,34560.0,444.5879419680838,454.7330739588859
9,38400.0,451.8071311314196,452.38967977302565
10,42240.0,471.5925452267294,466.9691010376069
11,46080.0,466.62528789505717,470.71671071211455
12,49920.0,471.3465709852512,475.3639101149501
13,53760.0,471.99602038535187,475.7675364196362
14,57600.0,474.4888167430132,464.80384548672663
15,61440.0,482.6395148145198,482.33073948028976
16,65280.0,482.6056668443983,476.087407670854
17,69120.0,490.5649750544574,487.8087889916044
18,72960.0,482.5288227753876,496.002395350106
19,76800.0,488.7579935450001,487.2053689108576
20,80640.0,489.3327449989109,487.50746281209985
21,84480.0,495.7574803881495,495.4127128890701
22,88320.0,492.92167176573236,494.04418131731705
23,92160.0,493.3773938186073,491.89786284226136
24,96000.0,501.48445386281935,494.93377725056195
25,99840.0,496.1836202962827,490.8433721851576
26,103680.0,499.1421796408361,501.41575872328053
27,107520.0,494.1839718918074,499.80116027464413
28,111360.0,500.5286213593611,503.4502959122523
29,115200.0,506.25335458530856,498.5982642985913
30,119040.0,507.7769772867244,500.05845997200225
31,122880.0,505.2134116926606,498.7174565927447
32,126720.0,505.21570709072694,495.6935446794662
33,130560.0,503.9463085557796,503.85053363879194
34,134400.0,505.0704687440222,497.2009912079854
35,138240.0,507.67177393343746,499.91150313160426
36,142080.0,508.7287807037969,500.06442946229447
37,145920.0,506.2887618456781,500.98637264027764
38,149760.0,508.1564106470795,501.5616493700259
39,153600.0,507.80559858176,504.8330649091362
40,157440.0,512.9278714400544,505.02010522507976
41,161280.0,509.2412152372742,502.7035263224616
42,165120.0,512.6007688745409,500.84707608999486
43,168960.0,513.6229514160641,506.1672355472221
44,172800.0,512.5304527963376,502.69272858259376
45,176640.0,510.501804319711,501.1676969698799
46,180480.0,506.1080294810282,505.8649130497087
47,184320.0,514.1069864268019,506.537503679783
48,188160.0,508.4590912984598,498.98054851647856
49,192000.0,513.6314637940058,508.4150189352901
50,195840.0,513.8253571931103,502.30147859307397
51,199680.0,510.58821919922036,502.3458819203678
52,203520.0,517.0880647754605,504.4576412079685
53,207360.0,517.478389965015,503.7458905834085
54,211200.0,513.4878385455041,504.1270976109052
55,215040.0,517.4747926466799,509.5847390784622
56,218880.0,516.3846107662619,503.21604022140815
57,222720.0,515.8044883184801,502.8221877749421
58,226560.0,514.8061919012644,507.5239488014912
59,230400.0,514.3299189992077,497.5858887180093
60,234240.0,515.8390386123436,506.64346330280927
61,238080.0,517.0080048652186,507.40936157292714
62,241920.0,518.2955313054374,506.6448362253273
63,245760.0,515.5405343967648,503.91551835664063
64,249600.0,516.378052581124,502.9621878457168
65,253440.0,514.4824677653033,506.8504834092329
66,257280.0,518.2346362168354,502.4887393024853
67,261120.0,517.7427383758412,505.1462070193993
68,264960.0,519.09083469746,504.10008661546743
69,268800.0,516.688810195691,501.2730581751872
70,272640.0,518.8066421704142,503.4358872148104
71,276480.0,518.5446614740381,506.4624053159925
72,280320.0,519.0247368827153,506.5165555248646
73,284160.0,519.5188113618791,509.82353185411836
74,288000.0,519.1862352516395,506.3355350198551
75,291840.0,519.6087380938393,510.639308168945
76,295680.0,520.9129223707732,510.2976184711909
77,299520.0,521.1377811695932,512.3392470826303
78,303360.0,520.396169938802,508.7575686981214
79,307200.0,519.9044291847947,511.2044354064034
80,311040.0,520.8464953189782,514.5954142161767
81,314880.0,520.97588794248,505.2549810331982
82,318720.0,519.8657895813101,508.32078686385074
83,322560.0,521.1197802245227,512.5081891237439
84,326400.0,522.1927356742522,507.88629848204374
85,330240.0,520.7797823174196,506.4740854601731
86,334080.0,521.4946935284315,507.31294752155185
87,337920.0,521.7396592856095,510.38340901824847
88,341760.0,522.4861755353883,510.58358155277995
89,345600.0,521.8388686263298,511.7465322872279
90,349440.0,521.691766539847,515.6269739251408
91,353280.0,521.2963501229054,510.819710322625
92,357120.0,522.5158691993403,511.84817157677634
93,360960.0,521.7422251469835,510.42072122536223
94,364800.0,521.3465807443437,511.93935845987363
95,368640.0,520.8444492552147,509.56645732203685
96,372480.0,522.9768640807536,510.63182338084385
97,376320.0,521.9493243611996,508.8458366415732
98,380160.0,522.3042809676465,509.8544303020982
