,0,1,2
0,402432.0,493.30857006765956,510.05432940625707
1,804834.0,491.60686214308754,500.4044144545867
2,1207255.0,499.9911782941131,510.1776315477417
3,1609685.0,500.26972538604696,505.7093359246997
4,2012113.0,503.206076900295,508.751054113214
5,2414542.0,503.933443841158,506.4537404060406
6,2816933.0,498.6347917453678,509.28299312217507
7,3219360.0,499.7913465979869,507.33213699387585
8,3621791.0,503.26590872422145,506.05935116773696
9,4024223.0,506.49654231879896,511.92363114622293
10,4426655.0,506.20817911699163,512.0251436413662
11,4829087.0,506.16571691430914,514.3197027180981
12,5231519.0,506.4620652381204,516.2022106481891
13,5633951.0,506.90081008970355,512.2661054575087
14,6036383.0,504.2138361070361,512.0695237466342
15,6438809.0,501.44495581221605,511.12263392734656
16,6841238.0,503.17208655656236,509.4163356230628
17,7243668.0,503.1269730247353,507.75428041218765
18,7646098.0,504.12525678975925,509.3408078640968
19,8048530.0,504.9903162708136,510.3772110863122
20,8450959.0,505.52836900665415,511.21542327330025
21,8853387.0,504.2003528408918,511.27392928934495
22,9255814.0,500.5294624779909,506.0308219827781
23,9658233.0,501.8884419070275,506.87246910761684
24,10060661.0,507.4600028215785,514.9393226191
25,10463092.0,506.6452226574882,512.6065180746765
26,10865519.0,502.92036982695595,508.77985767438753
27,11267919.0,501.3293445376794,508.0362157463161
28,11670339.0,499.5233891870453,501.3231373101129
