,0,1,2
0,4752.0,2617.7097270916292,2618.6082114097308
1,9504.0,2621.4274569388003,2619.1138222695395
2,14256.0,2622.5708614552736,2623.5194937046176
3,19008.0,2621.3985921316203,2631.062342082341
4,23760.0,2624.4940363515234,2626.0507061892263
5,28512.0,2637.508453667563,2642.4854235341163
6,33264.0,2653.4143665037636,2644.1657934437835
7,38016.0,2648.980281174395,2650.657478291713
8,42768.0,2661.3428174125056,2659.640523709442
9,47520.0,2663.3091875912046,2670.2326024583604
10,52272.0,2678.2542477022366,2671.206604700563
11,57024.0,2687.125721237396,2691.6094372730904
12,61776.0,2694.768569338427,2695.1921479167986
13,66528.0,2697.991663247215,2700.315646180002
14,71280.0,2699.0786828372,2701.3865343650914
15,76032.0,2705.757739666693,2710.8286418804173
16,80784.0,2713.808882549011,2713.618310441374
17,85536.0,2717.6198494228925,2718.508119744671
18,90288.0,2720.7308642214557,2715.160245299301
19,95040.0,2724.069435815664,2719.5822727299205
20,99792.0,2729.491806916815,2729.4283807089028
21,104544.0,2727.0623857501523,2726.475434101962
22,109296.0,2728.3465500187326,2719.0966486602993
23,114048.0,2734.4433595257315,2724.762102097752
24,118800.0,2732.56494584311,2731.898898701491
25,123552.0,2732.112523690748,2736.9475952010444
26,128304.0,2733.98412148613,2727.8740703909803
27,133056.0,2731.812790284509,2737.5686876620252
28,137808.0,2732.407161184649,2732.3126976674116
29,142560.0,2733.9003249935604,2735.1717681193763
30,147312.0,2731.0183820604902,2731.1626493256085
31,152064.0,2735.830700220813,2735.9546413002345
32,156816.0,2737.5701059055473,2729.394675770681
33,161568.0,2739.6857273251094,2735.6551037823097
34,166320.0,2743.1524783102673,2738.438843421793
35,171072.0,2741.323652122238,2743.014860731464
36,175824.0,2739.225981728628,2740.712903860047
37,180576.0,2736.110324838156,2739.1093001766526
38,185328.0,2737.9127993030133,2736.3813061515025
39,190080.0,2740.8613989690484,2740.186975763417
40,194832.0,2740.034226843578,2739.7241843118377
41,199584.0,2739.8534297179344,2742.44266832973
42,204336.0,2742.2634227090075,2742.931657541677
43,209088.0,2742.040888101133,2743.9289359704617
44,213840.0,2741.5876264586063,2741.0619385636087
45,218592.0,2744.923813480608,2743.354063034252
46,223344.0,2742.7638017279037,2746.500366773785
47,228096.0,2744.0846907115424,2743.33607035891
48,232848.0,2747.502574807159,2741.628297461112
49,237600.0,2748.4710692582307,2742.7664310997566
50,242352.0,2746.901993860774,2741.4799659673954
51,247104.0,2746.7008357390437,2744.9520953609376
52,251856.0,2749.1118999026926,2746.0744656379047
53,256608.0,2746.3671413423663,2748.876759224623
54,261360.0,2750.084786883585,2745.7774632169326
55,266112.0,2749.007248269955,2752.2421191551693
56,270864.0,2747.871403595479,2742.4541535084713
57,275616.0,2747.9351257197195,2747.630755870972
58,280368.0,2750.1541259950827,2746.773692309072
59,285120.0,2749.695653233929,2747.1249073851072
60,289872.0,2748.7050575554917,2746.977135671111
61,294624.0,2752.1462850384523,2748.9316310505114
62,299376.0,2751.5818570994584,2747.485673392031
63,304128.0,2750.2817847086653,2747.985289349772
64,308880.0,2749.9355389528264,2747.1826073669004
65,313632.0,2752.397658920041,2750.9349746049975
66,318384.0,2753.6399581903324,2747.398698432476
67,323136.0,2749.210732410523,2748.1949700904433
68,327888.0,2749.751608836608,2751.681087694153
69,332640.0,2751.122373613255,2751.4848110634143
70,337392.0,2751.866897910101,2749.1751371699825
71,342144.0,2752.8494769271488,2750.6222447827645
72,346896.0,2750.284299195761,2750.240398628876
73,351648.0,2750.7779547891673,2748.308589920612
74,356400.0,2749.5028466562776,2751.4378525899547
75,361152.0,2747.3504386016425,2752.367242085978
76,365904.0,2750.9761269034334,2751.3092118406284
77,370656.0,2752.2950478556204,2755.1556058016135
78,375408.0,2754.0650946390515,2751.481542733652
79,380160.0,2751.7317344489306,2751.352418012875
80,384912.0,2751.5816508720177,2747.9344294261327
81,389664.0,2750.328419767269,2754.7961351510344
82,394416.0,2749.2267011882923,2751.028057863933
83,399168.0,2754.3999264566396,2753.85133373835
84,403920.0,2754.904243597378,2755.123326188762
85,408672.0,2750.8658730996844,2752.5956622632366
86,413424.0,2753.8185365442773,2756.059211573504
87,418176.0,2751.8122289722305,2752.359089859412
88,422928.0,2754.8732097829375,2756.392903038361
89,427680.0,2754.6307895009277,2756.272265658541
90,432432.0,2753.747150000074,2756.070508172116
91,437184.0,2753.6558496862463,2753.7016428046522
92,441936.0,2755.219068572927,2752.8969013992405
93,446688.0,2752.098101774124,2756.082781082265
